"","age","sex","marital_status","race","edu","wage"
"122221",36,2,0,2,12,8.43923164994653
"306292",44,1,0,1,9,9.04840950482996
"134145",37,1,0,1,13,8.87136500513685
"293432",48,1,0,2,9,7.09423484592476
"173807",58,2,0,1,12,8.9219914105367
"296127",30,1,0,1,8,9.73536471514199
"22268",30,1,0,1,17,9.22572147401448
"533493",40,2,0,1,12,9.54716968769421
"356533",35,1,0,1,12,9.48227408745982
"572424",31,2,0,1,12,9.17003907520266
"535395",56,2,0,1,15,9.25004173882773
"44525",32,2,0,2,16,9.68065645240396
"490837",32,1,0,1,14,9.90373752129133
"479042",32,1,0,1,19,8.00803284696931
"246937",31,2,0,2,10,8.65259782842244
"501435",33,1,0,1,12,9.83708062033853
"390894",52,2,0,1,8,9.21084024701783
"197540",55,2,0,1,11,9.39307850865535
"336509",48,2,0,1,12,9.00146947994869
"485441",49,1,0,1,12,10.086017420965
"169007",44,1,0,1,15,9.91763697564055
"58881",32,1,0,1,14,11.2252433925184
"564061",35,1,0,1,12,10.1041809750127
"401926",30,1,0,1,16,9.47308917788275
"140947",31,1,0,1,15,9.79840477608298
"493409",37,1,0,1,20,9.39307850865535
"132123",44,1,0,1,18,7.97418866928601
"327889",55,1,0,1,12,9.60609178789671
"279132",32,2,0,1,13,8.92332474406756
"271482",39,2,0,1,12,8.82394232658524
"544236",30,1,0,1,17,8.63141433550626
"283888",56,2,0,1,20,9.93280360687018
"11340",31,1,0,1,12,7.38087903556412
"494617",32,2,0,2,16,9.54716968769421
"18084",42,2,0,1,17,9.9264713889265
"383722",58,2,0,1,14,9.87070606301175
"105439",57,2,0,1,12,8.92332474406756
"259107",31,2,0,1,12,9.12314716027381
"161360",42,2,0,1,12,9.71141864428729
"107749",34,1,0,1,12,10.0391105063208
"491824",30,1,0,1,17,9.75062770589179
"390763",39,1,0,1,9,9.49739724903405
"9606",33,2,0,1,13,8.98782162543081
"169322",41,2,0,1,12,8.47741232140439
"505616",43,1,0,1,12,10.011220252339
"487277",42,2,0,2,10,8.51819269174932
"178199",31,2,0,1,12,9.77024183338877
"595410",40,2,0,1,12,9.47077970803409
"408696",52,2,0,1,12,9.39307850865535
"271044",40,2,0,2,3,7.60339933974067
"498246",40,2,0,1,16,9.90373752129133
"116951",50,2,0,1,18,10.1458453227741
"586915",33,1,0,1,14,9.68065645240396
"55561",34,1,0,2,6,8.00803284696931
"419883",48,1,0,2,9,9.79840477608298
"443296",59,1,0,1,8,8.30770596654951
"405342",55,1,0,1,14,9.0246130220474
"123188",30,1,0,2,12,7.83399634170946
"496301",51,1,0,1,16,9.99902497924519
"276074",32,1,0,2,18,8.98782162543081
"558862",55,1,0,2,9,9.47308917788275
"586237",33,1,0,1,16,5.54126354515843
"506039",31,2,0,1,12,6.4377516497364
"542217",35,2,0,2,12,9.19877373560472
"503288",32,2,0,1,18,9.7412626974413
"125592",33,1,0,2,14,9.68065645240396
"230967",30,1,0,1,16,9.35140581225479
"432712",30,2,0,1,17,9.56836440548421
"201124",44,1,0,1,6,7.00760061395185
"181347",59,2,0,1,12,9.57115672841547
"173172",30,1,0,1,14,9.90373752129133
"43737",37,1,0,2,16,9.7412626974413
"171292",36,2,0,1,18,9.9259826303635
"252479",34,1,0,1,8,9.15957325492253
"249761",31,1,0,1,18,8.85437945877111
"563819",37,1,0,1,17,9.96763537235988
"380020",49,1,0,1,12,9.39307850865535
"156280",38,1,0,1,9,9.2596066132791
"103057",35,1,0,1,19,9.68065645240396
"315822",35,1,0,1,19,9.61613875787447
"106559",37,1,0,1,12,6.40522845803084
"413698",39,1,0,2,12,9.21084024701783
"146946",55,2,0,1,12,9.61613875787447
"204386",38,2,0,1,12,9.234545060673
"155593",32,2,0,1,19,9.7412626974413
"2098",30,2,0,1,15,8.63497622707262
"491292",45,1,0,1,12,9.84718171632503
"15160",33,2,0,1,16,9.68812614166397
"424758",30,2,0,1,15,8.29529885950246
"127552",53,2,0,1,12,9.38974100034247
"201459",35,1,0,2,9,9.31695010703444
"434369",32,2,0,1,16,9.69430854157229
"527101",35,1,0,1,11,9.03419967425731
"596231",31,1,0,2,13,8.70034773451408
"232055",40,1,0,2,4,8.00803284696931
"343007",56,2,0,1,12,8.73632872133291
"585334",32,1,0,1,12,9.54716968769421
"401988",31,2,0,1,12,9.21084024701783
"31903",38,1,0,2,13,8.51819269174932
"104439",57,1,0,1,10,9.54716968769421
"474701",38,1,0,1,19,8.57640505104808
"590477",52,1,0,1,12,8.85437945877111
"536506",33,2,0,1,17,9.39307850865535
"555756",31,2,0,2,11,9.38974100034247
"17457",48,1,0,1,12,8.88253050843362
"182459",41,1,0,1,12,10.2970487561415
"381958",38,1,0,1,20,8.20111164444276
"303108",57,2,0,1,10,8.81951754060489
"524627",33,2,0,1,18,9.54716968769421
"274940",30,1,0,2,12,7.49831587076698
"561898",31,1,0,2,16,9.29880901996379
"414832",51,1,0,1,14,8.85437945877111
"574729",31,2,0,1,17,9.57533064751863
"84675",53,2,0,1,20,8.41294317004244
"486684",57,1,0,1,12,9.90373752129133
"508362",42,1,0,1,16,10.3091193134236
"323540",49,1,0,1,12,9.21084024701783
"236590",31,1,0,2,13,8.97525074964357
"376095",54,2,0,1,10,8.98782162543081
"165156",42,1,0,1,15,8.29529885950246
"332838",57,2,0,1,12,9.04251326133268
"214213",53,2,0,2,9,8.65259782842244
"277573",41,2,0,2,12,8.85437945877111
"553737",53,2,0,1,17,9.43388384331172
"330254",31,1,0,1,12,9.35053700246947
"109523",32,1,0,1,16,10.5454730090001
"86163",55,2,0,1,12,7.17395831975679
"120270",45,1,0,1,12,9.39307850865535
"594624",44,1,0,1,6,4.65396035015752
"378724",55,1,0,1,12,9.61613875787447
"68206",55,1,0,1,7,9.10553525761006
"592483",32,1,0,1,18,10.3091193134236
"359467",33,1,0,2,10,8.34402957240705
"145512",30,1,0,1,18,10.1167827677955
"217522",33,1,0,1,19,9.41776096282516
"516353",49,1,0,1,16,9.74771055096429
"73187",54,1,0,1,14,7.13489085156588
"518553",32,1,0,1,12,9.56626503452421
"459663",40,1,0,1,17,8.93392789178263
"174044",43,1,0,1,20,10.4044143441229
"198698",44,1,0,1,4,8.96251983294953
"407042",41,1,0,1,19,9.47308917788275
"2383",33,2,0,1,18,9.68065645240396
"337436",56,1,0,1,12,9.7412626974413
"398736",42,1,0,1,12,9.90373752129133
"79263",31,2,0,1,12,9.10108338603923
"380514",32,1,0,1,13,9.85245738142335
"392561",39,1,0,1,12,9.90373752129133
"389373",52,2,0,1,12,9.58911921482184
"578671",32,1,0,1,12,9.40796096605931
"548390",31,2,0,1,13,9.30610499396056
"213773",36,2,0,2,16,9.54716968769421
"562903",32,2,0,1,12,8.68016201969438
"305950",41,2,0,1,17,9.85245738142335
"570917",50,2,0,1,12,9.21084024701783
"204341",37,1,0,2,11,8.83127373772255
"455046",33,1,0,1,12,9.7412626974413
"214911",36,1,0,2,8,8.70034773451408
"211000",30,2,0,1,16,9.30610499396056
"519288",52,2,0,1,17,9.80006959333764
"226628",41,1,0,2,7,9.99902497924519
"464056",39,1,0,1,12,8.85437945877111
"19064",32,1,0,1,16,9.51081526622672
"407021",31,1,0,2,10,7.6425241342329
"513248",31,1,0,1,17,10.2472545461741
"272972",34,1,0,2,10,7.82604401351897
"371576",38,1,0,1,15,9.90373752129133
"146173",31,2,0,1,16,8.00803284696931
"450059",47,1,0,1,7,9.30610499396056
"508295",37,2,0,1,12,9.6134694202868
"244325",30,2,0,2,11,9.19877373560472
"517238",33,2,0,1,12,6.91274282049318
"122108",36,1,0,2,10,9.68812614166397
"24786",37,1,0,1,12,9.90373752129133
"536385",49,1,0,1,12,9.46304272553194
"16481",30,2,0,1,15,8.98782162543081
"529348",50,2,0,1,13,9.54716968769421
"402004",38,2,0,1,16,9.91665053906241
"386908",35,1,0,1,20,11.0021831710655
"385418",37,2,0,1,10,6.85118492749374
"518687",37,2,0,1,14,9.61613875787447
"158116",32,1,0,1,16,8.51819269174932
"556973",41,2,0,1,13,9.40549588675022
"244502",34,1,0,1,16,9.54716968769421
"433580",33,1,0,1,18,8.00803284696931
"4576",40,1,0,1,18,8.88253050843362
"470070",32,1,0,1,14,9.10553525761006
"313561",37,1,0,1,11,8.81358720447004
"327941",36,1,0,1,12,9.27565983809682
"293160",47,1,0,1,12,9.39307850865535
"321429",30,2,0,1,18,7.82604401351897
"202429",31,2,0,1,15,8.87416809036397
"427204",31,1,0,1,18,8.91798070997329
"401270",36,2,0,2,11,9.68065645240396
"185524",54,1,0,1,14,9.80945156060953
"91786",31,2,0,1,18,8.51819269174932
"59000",32,2,0,2,12,4.17438726989564
"291853",44,1,0,2,11,8.70034773451408
"492570",40,2,0,1,13,10.2253898758736
"500773",31,1,0,1,15,9.10553525761006
"558980",58,2,0,1,11,9.62145615159316
"485869",49,1,0,1,12,8.04076899436758
"546027",30,1,0,1,16,9.46923709299621
"44268",59,2,0,1,15,9.85350918272989
"197662",32,2,0,2,12,8.92332474406756
"445897",42,1,0,1,12,9.79840477608298
"357909",58,2,0,1,12,10.086017420965
"325036",48,1,0,1,12,9.61613875787447
"123544",59,1,0,1,12,9.73536471514199
"414881",35,2,0,1,12,8.85437945877111
"308498",37,1,0,1,12,9.30610499396056
"382027",33,2,0,1,18,9.85245738142335
"211096",34,2,0,1,16,9.54788346359889
"401327",45,1,0,1,6,9.38974100034247
"171202",33,1,0,1,16,9.72943174015921
"164613",30,1,0,1,17,9.61613875787447
"458071",40,1,0,1,12,9.79840477608298
"102681",38,2,0,1,12,8.49392456447688
"327961",40,2,0,1,14,9.20783724175806
"512085",32,2,0,1,12,8.47741232140439
"573318",33,1,0,1,2,5.87211778947542
"200470",30,2,0,1,14,9.08421009483197
"80445",38,2,0,1,12,8.92332474406756
"546725",37,1,0,1,12,9.0246130220474
"16366",42,1,0,1,17,10.2401383446439
"528287",43,1,0,1,9,9.90173601949732
"96680",57,1,0,1,4,8.70034773451408
"124574",47,2,0,1,12,9.59865932124938
"589692",47,1,0,1,15,7.35564110297425
"543351",47,1,0,1,19,9.89621114356535
"218029",52,1,0,1,20,8.93918760147561
"518769",33,1,0,1,16,9.61613875787447
"247300",36,2,0,1,15,8.98782162543081
"198621",42,2,0,1,12,8.98782162543081
"233681",50,1,0,1,15,7.9355873855892
"198316",49,2,0,2,11,9.55002173953834
"364785",31,1,0,1,14,9.21084024701783
"44077",39,1,0,2,16,9.5313363234579
"261862",44,1,0,1,12,5.92692602597041
"288409",57,1,0,1,11,10.9151793691735
"351942",31,2,0,1,18,9.49213011872313
"317067",45,1,0,1,12,8.96123778149188
"87484",30,1,0,2,12,9.79840477608298
"160480",48,1,0,2,7,9.29880901996379
"134148",30,1,0,1,16,10.086017420965
"331525",30,2,0,1,12,9.27096499379262
"137918",55,1,0,1,12,9.75062770589179
"335584",41,2,0,1,16,9.94246785217701
"266198",31,1,0,2,11,8.51819269174932
"231642",56,1,0,2,6,8.29529885950246
"323436",52,2,0,1,12,9.19166710671056
"328006",49,2,0,1,12,9.79840477608298
"113695",37,1,0,1,12,10.021492785727
"496126",55,2,0,1,20,10.203777313027
"588249",34,2,0,2,12,8.29529885950246
"535372",48,1,0,1,12,8.83419131820207
"595204",37,2,0,1,17,9.74302533009507
"391220",37,1,0,1,19,10.0152525158669
"314026",31,1,0,1,14,7.00760061395185
"405805",33,2,0,1,12,9.36777137992501
"110142",31,2,0,1,12,9.31784857969147
"409378",48,1,0,1,13,9.39307850865535
"537987",32,2,0,1,17,9.85245738142335
"550500",30,2,0,2,12,8.51819269174932
"382063",31,2,0,1,16,9.48835082473123
"12658",31,2,0,1,12,9.60272024053569
"449147",37,1,0,1,15,9.68065645240396
"276657",35,1,0,1,12,9.61613875787447
"533516",30,1,0,1,12,9.52988441757671
"448687",32,1,0,1,19,11.1898925152155
"574835",56,1,0,1,12,9.66173441197275
"134833",35,1,0,1,12,9.12750209366718
"412243",60,2,0,1,7,8.59507973007331
"217390",30,1,0,1,15,9.83118564078072
"418494",30,2,0,1,16,9.12750209366718
"511881",34,1,0,1,5,8.55737498104907
"532848",33,2,0,1,15,8.78032639094661
"185173",30,1,0,1,9,9.28776426894099
"583635",33,1,0,1,16,9.7412626974413
"406101",30,2,0,2,12,9.54716968769421
"352998",52,1,0,1,12,7.82604401351897
"436593",32,1,0,1,10,8.29529885950246
"498812",30,2,0,1,13,8.98782162543081
"103424",53,1,0,1,11,9.47308917788275
"380323",39,1,0,2,12,10.3091193134236
"286894",31,1,0,1,12,8.29529885950246
"553653",50,1,0,1,12,8.70034773451408
"211318",33,2,0,1,12,8.39502555744203
"191032",35,1,0,1,12,6.91274282049318
"308891",49,1,0,1,8,9.79840477608298
"100227",30,2,0,1,16,9.08760760659389
"242928",43,1,0,1,15,9.03658204584272
"117325",53,2,0,1,12,9.21084024701783
"107908",53,1,0,1,12,10.3091193134236
"498815",58,1,0,1,20,7.05185562295589
"460516",34,1,0,1,16,7.60339933974067
"587729",37,1,0,1,14,9.58911921482184
"36446",32,1,0,2,10,8.85437945877111
"12818",33,1,0,1,17,9.95299174743922
"30927",35,1,0,1,12,9.75062770589179
"159413",36,1,0,1,16,9.7412626974413
"135740",30,1,0,1,18,9.45759099863363
"312090",39,1,0,1,10,8.88253050843362
"140676",30,2,0,2,9,6.87212810133899
"106947",35,2,0,1,16,10.6476842477718
"458050",55,2,0,1,16,9.39307850865535
"208659",32,1,0,2,9,9.39307850865535
"18649",40,1,0,1,10,8.98782162543081
"260364",50,2,0,1,18,8.39049553837028
"150545",30,1,0,1,16,9.55923512859595
"395665",49,2,0,1,16,10.203777313027
"107125",53,2,0,1,16,9.38134816886986
"285539",36,2,0,2,6,8.24407127029579
"575520",53,1,0,1,8,9.03658204584272
"595285",45,1,0,1,16,2.70805020110221
"66461",53,1,0,1,12,11.2252433925184
"246338",55,2,0,1,13,7.82604401351897
"505739",58,2,0,1,8,8.73311069763871
"170286",54,2,0,1,14,9.56696531466487
"561260",32,2,0,1,12,8.76483421433083
"110239",30,1,0,1,12,9.61613875787447
"153487",30,1,0,1,9,6.00388706710654
"416345",44,1,0,1,11,9.75062770589179
"306507",32,2,0,1,14,9.27753162151651
"194740",59,1,0,1,12,8.29529885950246
"426187",33,1,0,1,12,9.90373752129133
"418275",32,1,0,1,16,9.17003907520266
"221354",56,2,0,1,17,5.72031177660741
"379999",41,2,0,1,16,9.51819265121735
"484152",50,1,0,1,11,9.47308917788275
"563077",35,1,0,1,18,9.05427118632629
"495528",55,2,0,1,12,9.91763697564055
"121008",39,1,0,2,9,6.69084227741856
"145656",44,1,0,1,15,9.79840477608298
"118966",59,1,0,1,10,9.21084024701783
"332368",55,1,0,1,12,9.68065645240396
"470704",42,1,0,1,12,9.79840477608298
"87475",50,2,0,1,14,9.83118564078072
"589403",31,2,0,1,15,8.72988228482659
"327795",37,1,0,1,12,9.32411538623503
"505687",32,2,0,1,16,9.43628001059239
"118623",39,1,0,1,18,7.86518795418747
"284217",51,1,0,2,12,9.21084024701783
"391328",31,1,0,1,11,9.28776426894099
"143983",42,1,0,1,16,10.5322295364037
"75034",32,1,0,1,18,9.62079302159539
"208632",32,1,0,1,12,8.51819269174932
"309242",58,1,0,1,8,8.70034773451408
"70347",30,1,0,1,12,9.34092994167978
"135211",37,1,0,1,20,9.28405540979846
"126136",54,1,0,1,14,7.60339933974067
"51063",48,2,0,1,12,6.93244789157251
"303427",34,2,0,1,14,6.00388706710654
"116460",59,2,0,1,12,8.79254961417738
"562974",50,1,0,1,14,9.92939893432063
"88483",36,2,0,1,16,10.101313295866
"403252",33,2,0,2,12,9.21084024701783
"563206",35,1,0,2,15,9.99902497924519
"477684",36,2,0,1,13,9.21084024701783
"157351",44,1,0,1,6,8.70034773451408
"25816",37,1,0,1,20,10.8198782794106
"488385",38,2,0,2,11,9.21084024701783
"401746",39,1,0,2,15,10.491413096683
"432047",30,2,0,1,18,9.60001479417802
"193383",44,1,0,1,8,7.31654817718298
"567491",53,2,0,1,12,10.1903567947309
"214373",31,1,0,1,20,9.68065645240396
"477861",35,2,0,1,18,8.49801037199946
"364857",39,2,0,1,16,9.557823197546
"317495",54,2,0,1,12,8.34640487043596
"135666",33,1,0,1,12,9.79506680358171
"221590",46,2,0,2,8,8.00803284696931
"335314",31,1,0,1,14,9.69369201874142
"83886",30,1,0,1,12,9.11657899216171
"205312",42,2,0,2,12,8.85437945877111
"448952",41,1,0,1,16,9.79840477608298
"11699",36,1,0,2,12,7.56268124672188
"526410",49,2,0,1,16,9.27472263090545
"103423",51,2,0,1,8,8.98782162543081
"532479",39,1,0,1,12,10.3091193134236
"296237",45,1,0,1,16,9.52259309836217
"252879",30,2,0,2,11,8.00803284696931
"144303",48,2,0,1,12,10.2543204649912
"234760",32,2,0,1,12,8.97525074964357
"5602",49,2,0,1,18,10.5454730090001
"410686",36,2,0,1,18,9.99902497924519
"119686",42,1,0,1,13,9.99902497924519
"107444",54,1,0,1,14,9.58568985617972
"539399",52,2,0,1,12,9.61613875787447
"387347",36,2,0,1,16,10.0478043233044
"504483",37,1,0,1,11,9.6417980603586
"304166",30,1,0,1,14,9.39307850865535
"398976",38,1,0,1,18,9.76221196517817
"510676",38,1,0,1,16,9.38974100034247
"321728",35,1,0,1,20,9.58843428328822
"220516",30,1,0,2,11,8.00803284696931
"260161",38,1,0,1,12,3.2188758248682
"518860",32,1,0,1,16,9.65534665470488
"13197",31,1,0,1,19,9.99902497924519
"182196",46,2,0,1,20,10.126831083853
"402001",35,1,0,1,18,9.85245738142335
"118319",51,2,0,1,20,10.848851531896
"535644",45,1,0,1,12,9.96716632919931
"412968",60,1,0,1,11,9.5262454033717
"170091",45,2,0,1,12,9.55002173953834
"522220",40,1,0,1,12,9.69492468453695
"346731",47,1,0,1,12,10.2752235079002
"440732",56,2,0,1,17,7.65207074611648
"260206",31,1,0,1,20,10.8198782794106
"125093",35,1,0,1,16,9.90623377820415
"433356",53,1,0,1,12,8.70034773451408
"214961",54,2,0,1,17,9.38723053877293
"366611",41,1,0,1,7,7.70300768247924
"258528",43,2,0,1,12,9.88964214571408
"572568",30,2,0,1,12,9.21084024701783
"598931",38,1,0,1,9,8.90313563303554
"595221",53,1,0,1,7,9.80945156060953
"278072",52,2,0,2,1,8.8685540405312
"32061",47,1,0,2,6,6.86171134048073
"230616",49,1,0,1,16,10.0649684434582
"148522",30,1,0,1,16,9.75759435235572
"375119",39,2,0,1,15,9.7412626974413
"295848",55,2,0,1,12,9.10553525761006
"483294",32,2,0,1,9,7.31654817718298
"180699",47,1,0,1,12,9.54716968769421
"65302",43,1,0,1,12,7.98104975966596
"408261",43,2,0,1,14,8.66475075577385
"117446",30,1,0,1,13,9.61613875787447
"419647",37,2,0,1,13,8.37216741936598
"570979",31,2,0,1,12,9.68065645240396
"137856",30,1,0,1,12,7.69848278788095
"541588",45,2,0,1,18,9.89570736521717
"338382",37,2,0,1,16,9.5137727545192
"390592",37,2,0,1,19,9.68065645240396
"585199",30,2,0,1,17,6.40522845803084
"318709",44,2,0,1,12,8.98782162543081
"411388",39,1,0,1,6,9.19877373560472
"336508",50,2,0,1,12,9.15218145780265
"123083",37,2,0,1,2,8.93260863037757
"124961",32,1,0,1,15,9.86811940869834
"128328",31,1,0,1,16,9.1616751999949
"229779",33,2,0,2,12,8.53797573059877
"23796",32,1,0,1,15,9.10553525761006
"207097",31,2,0,1,12,8.92332474406756
"519668",31,1,0,1,12,9.93328904377292
"538795",53,2,0,1,16,9.04369529456724
"213997",42,1,0,1,13,9.86500656571785
"147304",31,1,0,1,13,9.79283528243253
"130682",36,1,0,1,12,9.17003907520266
"293283",30,2,0,1,18,9.73772808404115
"489679",40,1,0,1,13,8.27001306227379
"155956",38,1,0,2,8,9.08760760659389
"538379",36,2,0,1,16,9.54716968769421
"535851",30,1,0,1,12,9.49739724903405
"169835",57,1,0,1,10,9.77593823158915
"409076",43,2,0,2,18,9.85245738142335
"69818",36,2,0,1,10,8.65259782842244
"156915",42,2,0,1,12,9.10553525761006
"460451",33,1,0,1,16,9.85245738142335
"400286",32,1,0,1,19,8.74113642290101
"112105",31,1,0,1,12,9.79840477608298
"497262",55,2,0,1,12,9.61413742298365
"107267",32,1,0,1,13,9.68626394373291
"402864",52,1,0,1,12,8.71850004812127
"119262",35,1,0,1,16,9.03658204584272
"107662",44,1,0,1,9,9.68065645240396
"7158",30,1,0,1,15,8.78032639094661
"509204",37,2,0,2,12,9.09211974058875
"130522",50,2,0,1,12,9.76852656710201
"403385",34,1,0,1,15,9.81492952555434
"372531",60,1,0,1,11,8.35113860708615
"314864",58,2,0,1,11,9.21084024701783
"139646",43,1,0,1,10,7.65207074611648
"114491",53,2,0,1,12,9.67627322685144
"343319",31,1,0,1,16,9.90373752129133
"329194",35,1,0,1,12,10.2752235079002
"125967",56,2,0,1,12,9.07738024471995
"468678",31,1,0,1,16,9.7412626974413
"409688",32,2,0,2,6,7.38087903556412
"162789",54,1,0,1,7,9.61613875787447
"58444",31,2,0,1,17,8.98782162543081
"386635",34,2,0,1,17,10.0434668625896
"545021",39,1,0,1,12,7.09423484592476
"87087",34,2,0,1,13,9.44659756243577
"197900",32,1,0,1,15,5.72031177660741
"32867",49,2,0,1,9,8.85437945877111
"69749",37,2,0,1,12,9.04840950482996
"208116",32,1,0,1,12,8.51819269174932
"584598",47,1,0,1,12,9.99902497924519
"116225",37,2,0,2,12,9.96763537235988
"126902",38,2,0,1,10,7.79358680337158
"112340",55,2,0,1,16,10.5444199616473
"131365",39,1,0,1,20,9.54716968769421
"294500",52,2,0,1,16,9.86084097781466
"321422",34,1,0,2,7,6.31896811374643
"104518",31,1,0,1,16,9.5542846234361
"581640",52,2,0,1,15,9.50338305067006
"215491",30,2,0,1,16,9.21084024701783
"510547",39,1,0,1,12,8.77105991537329
"332715",48,1,0,1,20,8.79558221695643
"539198",31,2,0,1,15,8.9470256559727
"457387",30,1,0,1,16,9.39307850865535
"146809",32,1,0,1,10,9.86500656571785
"313442",47,1,0,1,12,9.95251578360348
"205633",50,2,0,1,11,9.7240617988542
"594494",32,1,0,2,12,9.47308917788275
"116845",53,2,0,2,12,9.95868571300089
"135592",34,1,0,1,12,9.80835235742109
"108059",33,2,0,1,20,9.39307850865535
"273995",58,1,0,2,3,8.85437945877111
"140978",33,1,0,1,16,9.46537011215271
"345912",41,1,0,1,12,8.96251983294953
"117665",34,1,0,1,11,9.54716968769421
"28848",32,2,0,1,16,8.98782162543081
"407852",30,2,0,1,16,9.6067647354322
"384562",40,1,0,1,12,9.61613875787447
"403732",31,1,0,1,12,8.56693528331105
"592028",33,1,0,1,12,6.98933526597456
"369470",37,2,0,1,12,9.38639231575654
"583088",33,1,0,1,10,8.70034773451408
"572125",36,2,0,1,14,9.80945156060953
"400769",32,2,0,1,13,9.73595608121481
"57808",36,1,0,2,12,2.70805020110221
"482226",33,1,0,1,16,9.61613875787447
"403145",42,2,0,1,17,8.34402957240705
"184994",31,1,0,1,14,8.31996102188653
"190960",52,2,0,1,16,8.43489794868941
"124590",37,1,0,1,17,9.39307850865535
"329752",36,2,0,1,17,9.74008588059468
"380145",32,1,0,1,19,9.98068004836603
"208279",30,2,0,2,15,8.78032639094661
"147690",31,2,0,1,12,9.47308917788275
"72253",33,1,0,1,12,9.04014499498007
"344564",51,1,0,1,12,10.086017420965
"25167",33,1,0,1,12,9.17003907520266
"136924",30,1,0,1,9,8.29529885950246
"331337",52,2,0,1,19,9.7412626974413
"138153",48,1,0,1,12,10.1858429634822
"390645",32,1,0,1,12,9.54716968769421
"460000",31,2,0,1,18,9.99902497924519
"253238",31,2,0,1,14,9.06935267867521
"244955",31,2,0,2,12,9.30610499396056
"44829",30,1,0,1,12,10.1458453227741
"348419",58,1,0,1,10,9.97184689004947
"488232",49,1,0,1,12,9.7412626974413
"281029",56,2,0,1,14,9.95251578360348
"69841",32,2,0,1,8,9.01614864261174
"221276",31,2,0,2,12,8.69701161799207
"538753",37,2,0,1,12,8.92332474406756
"103260",43,2,0,2,12,7.78530518253986
"433159",55,1,0,1,12,9.10553525761006
"207949",31,1,0,1,18,9.90373752129133
"525161",38,2,0,1,12,9.97137981857905
"284026",48,2,0,1,12,9.85245738142335
"214964",35,1,0,2,9,9.50933323557383
"292941",32,1,0,1,18,9.90373752129133
"419320",30,1,0,1,14,8.9099107267019
"65638",33,1,0,2,15,9.85245738142335
"70177",31,2,0,1,15,8.96380024285558
"188049",55,1,0,1,12,8.00803284696931
"117861",31,1,0,1,17,9.48683509878739
"269228",30,2,0,2,12,9.39307850865535
"56685",56,1,0,1,8,8.61341204915678
"162865",33,2,0,1,12,9.52551600873689
"33584",51,2,0,1,17,9.09211974058875
"241233",34,2,0,2,14,9.10553525761006
"413387",34,1,0,1,12,9.61613875787447
"577654",34,1,0,2,15,7.6231530684769
"106965",32,2,0,1,20,8.98782162543081
"475518",32,2,0,1,13,5.78382518232974
"302353",41,2,0,1,12,9.47385781742867
"139013",33,2,0,1,17,8.20111164444276
"447123",52,1,0,1,8,9.39307850865535
"427004",35,1,0,1,12,9.68065645240396
"424104",31,1,0,1,15,9.68065645240396
"18349",32,2,0,1,17,9.2596066132791
"583495",40,1,0,1,12,9.83761480838542
"439559",32,2,0,1,13,8.41294317004244
"119458",51,2,0,1,8,7.49831587076698
"146036",32,2,0,1,12,9.7412626974413
"15869",32,1,0,1,12,9.48835082473123
"434638",32,1,0,2,19,8.29529885950246
"558222",39,2,0,1,12,9.68065645240396
"377362",36,1,0,1,12,9.82037764581312
"169808",39,2,0,1,12,9.46148811969999
"158613",42,1,0,1,17,9.17211915915598
"416573",49,2,0,2,12,9.19877373560472
"367911",53,1,0,1,12,9.70228893997248
"162579",56,1,0,2,12,10.5867106518984
"112567",30,1,0,1,10,9.12750209366718
"486488",40,2,0,2,12,8.97525074964357
"132314",45,2,0,1,12,9.12750209366718
"230761",35,1,0,1,12,10.0607049537342
"143105",39,2,0,1,11,8.92332474406756
"362788",57,2,0,1,8,7.71646080017636
"311658",38,2,0,1,12,9.37881652194808
"349161",37,2,0,1,13,8.34402957240705
"125239",47,1,0,1,17,9.62806337747985
"123145",33,1,0,2,11,10.4632461874113
"107295",38,2,0,2,12,8.98782162543081
"226834",49,1,0,2,13,9.99902497924519
"96757",55,2,0,1,12,9.234545060673
"258477",32,1,0,1,8,9.30610499396056
"434253",32,1,0,1,16,9.38974100034247
"494318",49,1,0,1,10,8.65259782842244
"137081",30,2,0,1,12,9.71141864428729
"402267",39,1,0,1,18,10.181308665141
"350148",37,1,0,1,10,9.85822864613051
"372655",48,1,0,1,12,9.64633468511917
"523683",37,1,0,1,20,10.021492785727
"136463",37,2,0,1,15,9.71141864428729
"339596",32,1,0,1,12,8.85437945877111
"127821",33,2,0,2,12,9.39307850865535
"364230",30,1,0,1,12,9.14899674173513
"136682",37,1,0,1,12,9.7412626974413
"509158",58,2,0,1,12,5.10594547390058
"168449",35,2,0,2,10,8.98782162543081
"583598",58,1,0,1,17,7.26892012819372
"59416",31,1,0,1,17,9.79840477608298
"200642",32,2,0,1,16,9.7412626974413
"313052",39,2,0,1,12,9.04840950482996
"479766",44,1,0,1,12,9.74302533009507
"195732",36,1,0,1,8,9.07738024471995
"84167",47,1,0,1,4,7.86518795418747
"117927",35,1,0,1,16,10.0245983782852
"510857",46,1,0,1,18,10.0443358611235
"401297",37,2,0,1,14,9.95251578360348
"172279",38,2,0,1,12,9.47308917788275
"584597",54,2,0,1,17,9.86344650299894
"76323",50,1,0,1,19,9.68812614166397
"399518",59,2,0,1,12,9.47308917788275
"298479",52,1,0,1,12,9.03658204584272
"317075",32,1,0,1,12,8.82541291508557
"257069",33,1,0,1,16,8.81060879571578
"418941",32,2,0,1,18,8.81060879571578
"541596",35,1,0,1,20,9.96669706593401
