"","age","sex","marital_status","race","edu","wage"
"244355",30,2,0,1,12,9.21084024701783
"347267",58,2,0,1,12,8.17329343896623
"134457",31,1,0,1,12,9.04840950482996
"119320",30,1,0,1,17,9.39307850865535
"316169",30,2,0,1,12,8.74909824839902
"363430",43,2,0,1,15,8.73953642255968
"118085",30,1,0,1,14,9.61613875787447
"405512",36,2,0,2,12,8.81655676864186
"81118",45,2,0,1,12,9.18553525305721
"316220",33,1,0,1,12,10.1996956747073
"149544",50,1,0,1,9,9.99902497924519
"103321",51,1,0,1,7,9.28126471031288
"269308",30,1,0,1,17,9.79840477608298
"234034",32,2,0,1,14,9.68065645240396
"382104",30,2,0,1,12,9.78723459571188
"293858",39,2,0,1,16,9.25004173882773
"83678",32,1,0,1,8,9.49814743661612
"124592",30,2,0,1,10,6.26339826259162
"378462",58,1,0,1,16,10.8198782794106
"329393",52,1,0,2,10,9.99902497924519
"338705",30,2,0,1,16,9.80945156060953
"113372",31,1,0,1,15,10.264129617036
"403512",32,1,0,2,12,5.04342511691925
"502248",53,1,0,1,9,9.85245738142335
"573734",33,2,0,1,12,8.51819269174932
"293361",52,1,0,1,12,9.41776096282516
"154507",44,2,0,2,12,9.08760760659389
"506329",31,1,0,1,14,9.57533064751863
"121683",32,2,0,2,16,9.21084024701783
"103232",32,1,0,1,20,8.56693528331105
"33249",60,2,0,1,12,9.21084024701783
"267992",35,1,0,2,12,9.83921566251599
"373056",57,2,0,1,12,9.10664513563742
"271644",46,1,0,1,12,9.82579624482026
"429203",31,1,0,1,18,9.96152058378674
"88143",33,1,0,1,16,9.67313054670362
"226132",32,1,0,1,8,11.0021831710655
"111537",49,2,0,1,17,9.0762373874527
"495414",33,1,0,1,12,9.39307850865535
"460268",56,2,0,1,12,8.73472100394481
"446723",33,1,0,1,16,9.99902497924519
"239767",34,2,0,1,20,9.87328604380301
"459839",30,2,0,1,19,8.51819269174932
"334946",58,2,0,1,12,9.53567943560506
"63133",32,2,0,2,16,9.47308917788275
"218868",34,1,0,1,16,9.47308917788275
"495102",37,1,0,1,12,9.5822486965555
"109438",35,1,0,1,18,11.2252433925184
"497659",33,1,0,1,15,9.66871413573975
"311924",48,2,0,1,12,9.55073348334063
"169293",59,2,0,1,12,9.44738682845938
"257255",35,1,0,1,10,9.54716968769421
"514090",33,2,0,1,16,10.2752235079002
"583129",47,1,0,1,1,9.39307850865535
"568005",33,2,0,1,17,9.12750209366718
"225338",44,2,0,1,12,7.78945456608667
"408796",59,1,0,1,12,9.90373752129133
"505134",39,1,0,1,20,9.39307850865535
"414300",30,1,0,1,12,9.64891783153455
"5110",32,2,0,1,11,9.67060927212502
"329952",30,1,0,2,12,6.54391184556479
"416998",57,1,0,1,12,6.91274282049318
"371406",33,1,0,1,12,9.21084024701783
"351308",49,2,0,1,12,8.70533113353163
"505777",57,1,0,1,12,9.51081526622672
"386526",37,1,0,1,16,8.20111164444276
"566171",60,2,0,1,10,9.26340709291287
"435493",36,1,0,1,17,9.21084024701783
"280722",58,1,0,2,8,8.45212119467252
"118026",50,2,0,2,12,9.39307850865535
"579591",48,2,0,1,16,10.0830971018266
"102726",31,1,0,1,11,9.82579624482026
"549005",36,2,0,2,13,9.22078562983772
"112238",38,1,0,1,15,9.5822486965555
"522903",34,2,0,1,12,8.87556669199055
"27314",34,1,0,1,14,9.21084024701783
"114256",30,2,0,1,16,9.70777675862316
"351496",43,2,0,1,12,8.50410795186758
"264801",32,2,0,1,16,9.83386948565526
"484795",47,2,0,1,12,9.54716968769421
"55555",34,2,0,2,11,6.91274282049318
"480021",30,2,0,1,11,8.87136500513685
"224924",34,1,0,1,12,4.65396035015752
"146406",51,1,0,1,12,9.90373752129133
"544465",30,2,0,1,16,10.2752235079002
"490562",37,1,0,1,19,9.87842612194076
"293857",30,2,0,1,18,9.37627844951961
"230811",36,1,0,2,7,7.82604401351897
"564413",37,2,0,2,16,9.85245738142335
"153886",52,1,0,1,20,9.80339093599784
"221689",60,2,0,1,13,9.85245738142335
"156669",59,2,0,1,8,9.60541838719786
"333903",31,1,0,1,16,10.0649684434582
"570916",38,1,0,1,12,9.21084024701783
"337964",33,1,0,1,16,9.95251578360348
"261523",52,2,0,1,8,9.19064773863045
"217878",40,1,0,2,16,9.90373752129133
"419371",31,2,0,1,16,9.49137540170617
"404657",58,2,0,1,12,9.47308917788275
"353080",36,1,0,1,18,9.55852941226462
"240271",32,1,0,1,20,10.4044143441229
"492749",37,2,0,1,12,9.74595616454939
"226717",30,1,0,2,9,7.82604401351897
"142433",33,2,0,1,12,9.99902497924519
"541812",33,1,0,1,14,10.0364875539974
"204979",33,2,0,1,16,9.71141864428729
"598795",32,2,0,2,9,7.69848278788095
"231197",53,2,0,2,11,7.31654817718298
"338241",31,2,0,1,18,9.68190528178887
"130087",38,1,0,1,12,9.85245738142335
"133388",31,2,0,1,15,8.59507973007331
"136442",37,1,0,1,10,7.02553831463852
"515193",40,1,0,1,20,8.55737498104907
"456549",44,2,0,2,12,8.16194579946869
"360058",31,1,0,1,18,9.44975089575427
"88637",31,1,0,1,16,9.39307850865535
"583514",32,1,0,1,14,9.5822486965555
"59656",30,1,0,1,9,8.59507973007331
"312871",35,2,0,1,12,8.61159386683772
"413984",40,1,0,1,12,8.00803284696931
"199789",33,1,0,1,12,9.71141864428729
"217065",30,1,0,1,18,9.47308917788275
"421633",30,2,0,1,17,8.47741232140439
"314377",44,2,0,1,16,9.54716968769421
"415755",46,1,0,1,14,9.79840477608298
"221756",41,1,0,2,9,8.16194579946869
"412180",33,2,0,1,12,8.786456678344
"495416",53,2,0,1,12,9.61280097106405
"153505",42,1,0,1,16,8.13885675069633
"130875",32,2,0,1,16,9.75062770589179
"36102",35,2,0,1,7,6.66568371778241
"5653",32,1,0,1,16,9.2596066132791
"355831",31,2,0,1,16,9.20783724175806
"413724",56,1,0,2,12,8.78032639094661
"298451",31,1,0,1,15,9.99355674962499
"124358",33,2,0,1,18,9.43388384331172
"246213",36,2,0,2,13,8.98782162543081
"15957",30,1,0,2,15,8.39502555744203
"531250",34,1,0,1,12,9.79840477608298
"92989",50,1,0,1,10,8.58578598288185
"491217",42,2,0,1,12,9.27284557732758
"33427",44,1,0,1,12,7.28961052145117
"485157",39,1,0,1,16,10.1556072120869
"140961",30,2,0,1,12,9.38974100034247
"308496",54,1,0,1,10,9.01249900352419
"433593",30,1,0,1,12,7.21890970761906
"226462",52,1,0,2,8,7.82604401351897
"582174",34,2,0,1,6,9.21084024701783
"137848",32,1,0,2,12,9.97604074521784
"134423",35,1,0,1,12,9.90373752129133
"125133",52,1,0,1,12,9.39307850865535
"158653",37,1,0,1,14,8.93656120469339
"202448",35,1,0,1,13,6.26339826259162
"527984",33,1,0,1,12,8.66647489413199
"539971",32,1,0,1,18,9.85245738142335
"326114",39,2,0,1,17,9.99902497924519
"578243",42,1,0,1,12,9.43067999595766
"589384",52,2,0,1,12,9.13830716907635
"271255",33,2,0,2,16,6.55819780281227
"528030",30,1,0,1,13,9.15957325492253
"405283",30,1,0,2,16,10.1041809750127
"280019",31,1,0,1,18,9.33034316437088
"68898",44,2,0,2,9,8.00803284696931
"532131",58,1,0,1,12,10.0241553122611
"476172",53,1,0,2,12,9.47308917788275
"109729",31,1,0,1,17,10.3091193134236
"343907",35,2,0,1,18,9.7412626974413
"124708",35,1,0,1,12,10.3091193134236
"124832",30,2,0,1,16,9.61613875787447
"581752",58,2,0,1,20,8.24931374626064
"499425",51,1,0,1,16,9.5822486965555
"21230",33,2,0,1,14,9.08760760659389
"79423",30,2,0,1,18,9.21084024701783
"105460",39,1,0,1,12,9.90373752129133
"307976",33,1,0,1,18,9.87842612194076
"318554",52,2,0,1,12,9.18553525305721
"591128",43,2,0,1,20,9.91170370730747
"199592",34,1,0,1,18,9.21084024701783
"389964",30,1,0,1,16,9.07738024471995
"149045",33,2,0,1,19,9.70655984335281
"513350",32,1,0,1,16,9.47308917788275
"215083",57,2,0,2,13,8.45212119467252
"60736",39,1,0,2,7,5.87211778947542
"208234",37,2,0,2,16,9.72226539118547
"346571",51,1,0,1,16,9.64891783153455
"543202",30,1,0,1,18,9.69922708822342
"420608",47,1,0,2,16,7.32974968904151
"532506",31,2,0,1,12,8.51819269174932
"334038",46,2,0,1,10,9.47308917788275
"551921",52,2,0,2,12,9.85245738142335
"385007",34,1,0,2,12,9.39307850865535
"110986",30,1,0,1,15,8.78032639094661
"493150",38,1,0,1,13,9.85245738142335
"361339",31,1,0,1,12,9.17003907520266
"262427",30,1,0,1,19,10.2063660718692
"500882",59,2,0,1,16,9.04840950482996
"103845",60,2,0,1,12,8.98782162543081
"151458",33,2,0,1,12,9.43628001059239
"200525",55,2,0,1,20,7.48155570190952
"502976",31,1,0,1,16,10.3673787891129
"516752",58,2,0,1,12,9.00023643416978
"334862",52,2,0,1,14,9.65085082182715
"118069",38,2,0,1,10,8.89357271862931
"183316",31,1,0,2,12,6.96129604591017
"487314",33,2,0,2,12,9.29789326898404
"481958",32,2,0,1,16,9.59321898141155
"185637",33,2,0,1,17,8.18451375303372
"349880",35,1,0,1,15,9.97975390798958
"112658",36,1,0,1,15,9.30063800995696
"128316",39,2,0,1,16,8.45638105201948
"134605",53,1,0,1,9,9.78329536720772
"590546",58,1,0,1,12,8.70034773451408
"293075",35,2,0,1,7,8.16194579946869
"73205",37,2,0,1,12,8.25971696102152
"414510",57,2,0,2,10,5.54126354515843
"293363",34,2,0,1,13,9.54716968769421
"489916",52,1,0,1,16,10.2243021310238
"318780",31,1,0,2,12,4.8283137373023
"120273",31,1,0,1,16,9.7412626974413
"123740",49,2,0,2,9,7.86518795418747
"406957",38,2,0,1,12,9.34180713471849
"226247",37,2,0,1,14,9.14899674173513
"247427",48,2,0,2,11,8.41294317004244
"508149",40,1,0,1,17,10.398336221779
"405497",33,2,0,1,12,9.61613875787447
"409490",30,1,0,1,12,7.60339933974067
"186985",56,2,0,1,12,8.65259782842244
"334054",37,1,0,1,12,9.39307850865535
"1482",37,1,0,1,3,8.29529885950246
"96621",34,2,0,2,12,8.65259782842244
"71844",30,2,0,1,12,9.21084024701783
"424448",33,1,0,1,12,9.95536817441312
"14727",33,1,0,1,12,3.55534806148941
"304336",36,2,0,1,12,8.09712193091871
"209057",40,2,0,2,5,8.57262789830434
"84944",40,1,0,2,7,8.98782162543081
"571161",38,2,0,1,12,9.69984020902742
"87282",32,2,0,2,12,8.98782162543081
"334158",37,1,0,1,12,9.54716968769421
"50926",40,1,0,2,6,9.21084024701783
"120688",47,1,0,1,12,9.21084024701783
"583405",34,2,0,1,10,9.19877373560472
"595544",32,2,0,1,16,8.85437945877111
"153197",46,1,0,1,12,9.31244559491334
"354906",32,1,0,1,14,10.491413096683
"360574",32,1,0,1,20,9.65085082182715
"553865",35,2,0,1,13,9.21084024701783
"270312",60,2,0,1,6,8.74113642290101
"597225",39,2,0,1,12,8.94049821765273
"343716",53,2,0,1,14,9.48835082473123
"542724",32,1,0,1,17,9.87842612194076
"165183",53,2,0,1,12,9.92402520375368
"38424",43,1,0,1,7,7.60339933974067
"322017",30,1,0,1,12,8.27001306227379
"122053",38,2,0,2,12,7.96380795323145
"335639",31,1,0,1,20,8.29529885950246
"409243",45,1,0,1,14,8.98782162543081
"488431",39,1,0,2,12,9.7412626974413
"350928",44,1,0,1,12,8.85437945877111
"433825",30,1,0,1,12,9.78047210163958
"564722",32,1,0,1,15,7.9391588179568
"308637",38,2,0,1,12,9.63462723432493
"529032",30,2,0,1,12,9.62937960011146
"286688",43,2,0,2,9,7.60339933974067
"304370",46,2,0,1,12,9.5450252980233
"583391",37,1,0,1,20,9.79283528243253
"6313",54,1,0,1,15,8.85437945877111
"556027",44,2,0,1,18,10.2970487561415
"420893",30,2,0,1,14,8.70034773451408
"155554",43,2,0,2,11,8.12710918534638
"222587",46,1,0,2,12,8.47949132423223
"44636",32,1,0,2,8,7.83399634170946
"532098",60,1,0,1,11,6.12029741895095
"397360",32,2,0,1,16,9.55002173953834
"82963",52,1,0,1,12,9.10553525761006
"119261",36,1,0,1,14,9.90373752129133
"125778",42,2,0,2,12,9.68065645240396
"156389",33,1,0,1,12,8.34402957240705
"268994",46,2,0,2,16,9.61613875787447
"339254",39,1,0,1,12,8.51819269174932
"49890",55,1,0,1,16,10.7790604511317
"329467",46,2,0,1,16,9.635281256585
"159578",52,1,0,1,12,6.65286302935335
"87822",43,2,0,2,10,8.73953642255968
"28528",32,1,0,1,12,9.21880445038831
"117678",56,1,0,1,17,9.90373752129133
"558906",32,2,0,1,12,8.94311430809178
"400249",30,1,0,1,12,8.98782162543081
"162689",40,1,0,1,8,9.39307850865535
"309288",58,2,0,1,12,9.41776096282516
"50066",31,1,0,2,10,8.16194579946869
"4447",38,1,0,1,16,9.90373752129133
"87675",55,2,0,1,12,9.21084024701783
"117854",41,2,0,1,18,9.90373752129133
"397085",33,2,0,1,17,10.1308223084688
"350754",39,2,0,1,12,9.30610499396056
"497436",31,2,0,1,13,9.4258548961259
"403116",54,1,0,1,16,9.25004173882773
"385901",33,2,0,1,18,8.9126079636709
"336475",34,1,0,1,12,9.55002173953834
"542535",32,2,0,2,18,9.71745913381085
"134764",54,1,0,1,16,9.55357540354821
"314378",41,2,0,1,16,9.77024183338877
"461492",30,2,0,2,11,8.74909824839902
"334795",30,2,0,1,16,9.20079495913265
"22697",57,2,0,1,20,9.90772854679338
"176055",48,2,0,1,12,8.51819269174932
"17380",42,1,0,1,12,8.85437945877111
"405834",34,1,0,1,12,6.40522845803084
"410053",43,1,0,2,17,9.90373752129133
"496249",34,1,0,1,20,9.99902497924519
"45690",59,1,0,1,12,11.2252433925184
"398220",45,1,0,1,5,8.47741232140439
"87713",38,2,0,1,16,9.29053691397046
"165585",48,2,0,1,12,9.54716968769421
"458923",32,1,0,1,15,9.64891783153455
"584736",31,1,0,1,18,8.41294317004244
"209852",47,1,0,1,5,8.98782162543081
"86204",32,2,0,1,20,9.47308917788275
"589667",34,1,0,1,18,10.1892302456069
"447656",57,2,0,1,10,9.55002173953834
"342714",37,2,0,1,12,9.01614864261174
"419909",37,2,0,1,12,8.70034773451408
"431027",32,1,0,1,12,7.82604401351897
"593877",33,2,0,1,15,8.70034773451408
"327257",30,1,0,1,13,9.19776158976932
"110399",30,1,0,1,16,9.29605924737872
"594379",32,1,0,2,10,8.85437945877111
"11100",31,1,0,1,16,9.10553525761006
"99686",31,2,0,1,13,8.96251983294953
"378180",53,1,0,1,8,8.90313563303554
"581339",35,2,0,1,12,9.17315758084847
"486697",44,1,0,1,9,9.29880901996379
"121180",30,1,0,2,12,6.40522845803084
"585810",42,2,0,1,12,9.00023643416978
"360578",56,2,0,1,12,8.44354665124794
"545981",33,1,0,1,12,9.61613875787447
"87801",33,1,0,2,10,8.51819269174932
"399006",59,2,0,1,14,9.55570155601464
"49424",54,2,0,1,20,10.7145288736912
"4149",30,1,0,1,15,9.35053700246947
"415046",45,1,0,2,12,8.98782162543081
"24209",30,2,0,1,17,7.60339933974067
"244291",33,1,0,1,13,7.25488481007734
"108182",31,2,0,1,16,9.51672152186045
"109549",30,1,0,1,16,8.85437945877111
"103989",37,1,0,1,15,9.7412626974413
"546040",55,2,0,1,19,9.21084024701783
"424657",30,2,0,1,18,9.21084024701783
"161766",35,1,0,1,16,9.21084024701783
"304712",56,2,0,1,13,9.39307850865535
"590111",38,1,0,1,12,9.04487593224865
"585102",51,1,0,1,12,10.5335618041201
"118474",31,2,0,1,6,8.81358720447004
"311517",40,1,0,1,14,9.04840950482996
"124012",40,2,0,1,12,10.2752235079002
"173941",34,1,0,1,12,8.41516046585109
"411137",32,1,0,1,12,9.54716968769421
"509167",45,1,0,1,14,9.68065645240396
"351168",32,2,0,2,13,9.10553525761006
"413522",54,1,0,1,4,8.78032639094661
"493514",31,1,0,1,16,10.086017420965
"319761",60,2,0,1,15,9.7053414453952
"589884",50,2,0,1,18,7.58832367733522
"426063",55,1,0,1,7,8.93260863037757
"167957",36,1,0,2,12,9.44738682845938
"8155",30,1,0,1,12,8.29529885950246
"490046",30,1,0,2,13,9.7412626974413
"277895",46,1,0,2,7,8.59507973007331
"355735",53,2,0,1,10,8.74909824839902
"159874",30,2,0,1,12,9.10553525761006
"467331",60,1,0,1,7,9.10553525761006
"405249",33,2,0,1,17,9.90373752129133
"166940",34,1,0,1,17,9.71141864428729
"101120",57,1,0,1,12,9.19877373560472
"376597",34,2,0,1,12,6.71538338633468
"220086",30,1,0,1,12,8.51819269174932
"319383",44,2,0,1,13,8.27001306227379
"251946",32,1,0,1,16,8.98782162543081
"308445",34,1,0,1,12,8.21743853773019
"137091",57,1,0,1,12,10.0312209190457
"457351",36,1,0,1,16,10.5652730566531
"539472",38,1,0,1,20,8.43489794868941
"227361",52,2,0,2,9,5.54126354515843
"250610",31,1,0,1,16,9.47308917788275
"410132",30,2,0,2,11,7.50933526601659
"531456",37,2,0,1,12,9.34530823238667
"447995",47,1,0,1,14,8.98782162543081
"425675",58,2,0,1,11,9.21084024701783
"334534",30,2,0,1,16,9.10553525761006
"384566",32,2,0,1,15,9.68502054910582
"120898",35,1,0,2,19,10.1021334722499
"411477",48,2,0,2,12,9.30610499396056
"576302",33,2,0,1,12,8.58578598288185
"108319",30,1,0,1,15,9.90373752129133
"516355",32,2,0,2,18,8.35349709874545
"388683",32,2,0,1,16,10.3091193134236
"346735",56,2,0,1,12,9.32143441948177
"488650",41,1,0,1,12,8.85437945877111
"163492",32,1,0,1,16,9.7412626974413
"204426",32,1,0,2,0,9.91763697564055
"413143",31,1,0,2,12,9.04840950482996
"319328",53,1,0,1,8,8.96123778149188
"407028",41,1,0,1,18,8.51819269174932
"278550",54,1,0,2,3,7.49831587076698
"473894",37,2,0,1,16,9.52478608169718
"182348",30,2,0,1,18,9.54716968769421
"371010",37,2,0,1,11,9.39307850865535
"504795",31,1,0,2,9,7.65207074611648
"420479",30,1,0,1,17,7.60339933974067
"381203",49,2,0,1,17,10.0551351021453
"383676",36,2,0,1,16,9.21084024701783
"266262",57,1,0,2,7,8.98782162543081
"511795",34,1,0,1,18,9.87328604380301
"274821",30,1,0,1,14,9.37033110828512
"318552",33,2,0,1,9,4.97673374242057
"388112",30,2,0,1,16,8.85152027169106
"18176",60,1,0,1,8,10.0687901041605
"541737",53,2,0,2,8,8.29529885950246
"117370",31,1,0,1,19,10.1858429634822
"338763",36,2,0,2,11,9.07165285220229
"523490",30,1,0,1,20,8.53993267838573
"125122",43,2,0,1,12,9.5392843421766
"517208",37,1,0,1,5,6.70318811324086
"461618",56,2,0,1,15,9.93328904377292
"519870",45,1,0,1,19,9.79840477608298
"34967",34,2,0,1,20,9.26245832623829
"337506",30,2,0,1,12,8.85437945877111
"485079",38,2,0,1,13,10.126831083853
"416168",53,2,0,1,9,7.09423484592476
"489790",35,2,0,1,13,9.76566123562873
"121741",30,2,0,2,15,9.7412626974413
"516745",52,1,0,1,4,8.03430693633949
"146093",33,1,0,1,14,10.086017420965
"542966",33,1,0,1,16,8.70034773451408
"175483",38,2,0,1,12,9.24038449332456
"221022",45,1,0,1,12,9.18450961194166
"549759",37,1,0,1,17,8.16194579946869
"508408",42,1,0,1,14,9.99902497924519
"113114",60,2,0,1,17,10.3091193134236
"534725",57,2,0,1,12,9.74243813101771
"13241",33,1,0,1,14,8.81507308884446
"284938",39,1,0,2,8,8.73311069763871
"50944",33,2,0,1,13,9.65726726989194
"449495",46,1,0,1,12,9.30610499396056
"542673",53,2,0,1,14,9.95251578360348
"418696",31,1,0,1,18,9.73418093281967
"126916",32,2,0,2,12,9.30610499396056
"145166",31,2,0,1,14,9.04840950482996
"113129",37,1,0,1,18,10.0391105063208
"134747",36,1,0,1,0,9.47308917788275
"244069",46,2,0,2,9,6.91274282049318
"337861",31,2,0,1,12,9.1689974084418
"57332",37,1,0,1,16,9.61613875787447
"183499",30,1,0,1,17,5.04342511691925
"139476",31,1,0,1,12,9.21084024701783
"295953",53,2,0,1,14,9.2237500588861
"261617",50,2,0,2,12,7.60339933974067
"4592",32,1,0,1,12,9.52551600873689
"144763",36,1,0,1,14,10.0434668625896
"506959",31,1,0,1,15,9.93183202554527
"205223",39,2,0,2,12,8.47741232140439
"420481",43,1,0,2,16,10.3091193134236
"436639",32,2,0,1,12,10.5444199616473
"539470",50,2,0,1,20,8.43489794868941
"401504",60,2,0,1,20,9.7412626974413
"595222",54,1,0,1,6,9.38974100034247
"116557",36,1,0,1,8,9.61613875787447
"385207",40,1,0,1,12,9.39307850865535
"271414",33,1,0,1,9,9.61613875787447
"138684",41,1,0,1,9,9.19877373560472
"538664",35,2,0,1,16,9.39307850865535
"506474",41,2,0,2,12,9.68812614166397
"104489",34,1,0,1,17,9.46537011215271
"540881",32,1,0,1,14,7.11882624906208
"582608",48,2,0,1,18,9.68065645240396
"358139",32,1,0,1,12,6.26339826259162
"89142",42,2,0,1,18,9.28312604170183
"572329",56,2,0,1,12,9.64309634032025
"103406",35,1,0,1,12,9.02099420024526
"508837",32,1,0,1,17,9.39307850865535
"332285",55,1,0,1,12,9.47308917788275
"486256",37,1,0,1,20,9.21084024701783
"477516",31,2,0,1,14,8.98782162543081
"59192",31,2,0,2,12,7.60339933974067
"5724",30,1,0,1,12,8.17611034223734
"451636",55,1,0,1,16,6.66568371778241
"569312",50,1,0,1,12,10.2221230853096
"412333",58,2,0,1,10,8.79406706515142
"308268",57,1,0,1,12,7.31654817718298
"121736",54,1,0,2,13,9.85245738142335
"421434",39,2,0,1,20,8.34402957240705
"127822",32,2,0,2,12,9.54716968769421
"103662",56,1,0,1,8,8.65259782842244
"361759",53,2,0,1,12,9.14899674173513
"445739",38,1,0,1,13,8.98782162543081
"588162",33,2,0,1,12,9.47308917788275
"567231",30,1,0,1,8,8.51819269174932
"484331",32,2,0,1,16,9.38974100034247
"433058",31,1,0,1,12,9.44184883962202
"142896",30,2,0,1,16,9.04840950482996
"401705",40,1,0,1,11,9.53278612436426
"406549",55,1,0,1,9,10.0391105063208
"556455",42,1,0,1,15,9.98068004836603
"149174",31,1,0,2,12,9.61613875787447
"107231",41,1,0,1,12,8.98782162543081
"242667",39,2,0,1,19,10.2752235079002
"595705",38,1,0,1,20,7.90285719128058
"44289",34,1,0,1,12,9.99264246384702
"375299",30,1,0,1,16,9.68065645240396
"96818",37,1,0,1,12,9.21084024701783
"556243",59,2,0,1,8,8.70863965598719
"305887",36,2,0,1,10,9.71141864428729
"403649",57,2,0,1,12,9.62145615159316
"408582",58,2,0,2,12,8.75856951099151
"250433",32,1,0,1,13,8.65259782842244
"501056",50,1,0,1,8,9.39057642227912
"380996",41,2,0,1,12,9.90373752129133
"334047",30,2,0,1,16,9.99902497924519
"34042",33,1,0,1,16,9.90373752129133
"509714",49,2,0,1,16,9.10553525761006
"490460",34,1,0,1,17,9.85245738142335
"376198",40,2,0,2,12,8.00803284696931
"276847",40,2,0,2,4,8.90449432889673
"42728",32,2,0,2,13,8.70034773451408
"383354",33,1,0,1,14,10.4488595200547
"338450",36,2,0,1,17,8.8685540405312
"564338",35,1,0,1,20,10.2472545461741
"285784",54,1,0,2,18,9.75875075606944
"396476",41,1,0,1,12,9.62145615159316
"73684",57,1,0,1,12,9.5130342020484
"278024",37,2,0,1,10,8.81951754060489
"356217",35,2,0,1,14,9.08307502093031
"207433",36,2,0,1,12,8.51819269174932
"419389",53,1,0,1,14,9.85245738142335
"126736",31,1,0,2,12,9.61613875787447
"587296",53,1,0,1,12,9.21084024701783
"461888",48,1,0,1,16,9.39307850865535
"379709",30,1,0,1,18,9.20482519128807
"64246",32,1,0,2,12,9.4282703562375
"204508",56,2,0,1,11,9.30610499396056
"262777",35,1,0,2,14,9.47308917788275
"312695",54,1,0,1,6,8.84289333105554
"13454",33,1,0,1,12,9.35053700246947
"516631",30,2,0,1,13,8.54383512236266
"578235",42,1,0,1,7,8.51016857647927
"103650",33,1,0,1,13,7.65207074611648
"388520",48,1,0,1,12,10.0281358571012
"426857",43,1,0,1,16,9.80228504702696
"237328",57,2,0,1,20,9.7412626974413
"518247",57,2,0,1,16,9.52186103390781
"126499",38,2,0,2,9,9.04840950482996
"134084",33,2,0,1,12,8.08487062913819
"568002",38,2,0,1,16,8.41294317004244
"554288",32,2,0,1,12,9.71141864428729
"400991",30,1,0,1,20,7.41758040241454
"307352",52,1,0,1,13,8.50815244676409
"513254",38,1,0,1,14,9.95251578360348
"243219",32,1,0,1,16,8.78032639094661
